gender,senior_citizen,partner,dependents,tenure,contract_type,payment_method,paperless_billing,internet_service,online_security,tech_support,streaming_tv,streaming_movies,monthly_charges,total_charges,churn,gender_label,contract_label,payment_label,internet_label,churn_label
1,0,1,0,19,0,0,0,0,0,0,0,0,21.88,404.95,0,Male,Month-to-month,Electronic check,No,No
1,0,0,1,19,0,1,0,1,1,0,0,1,61.93,1219.84,0,Male,Month-to-month,Mailed check,DSL,No
1,0,0,0,11,0,3,0,2,0,0,0,1,69.95,788.81,1,Male,Month-to-month,Credit card (automatic),Fiber optic,Yes
1,0,0,0,44,0,3,1,0,0,0,0,0,20.0,845.62,0,Male,Month-to-month,Credit card (automatic),No,No
0,0,1,0,1,0,2,0,1,0,1,0,1,67.2,64.54,0,Female,Month-to-month,Bank transfer (automatic),DSL,No
0,0,1,0,17,2,2,1,2,1,1,0,1,104.78,1744.39,0,Female,Two year,Bank transfer (automatic),Fiber optic,No
1,0,0,0,5,0,3,0,0,0,0,0,0,21.99,105.84,1,Male,Month-to-month,Credit card (automatic),No,Yes
1,0,0,0,32,2,1,1,0,0,0,0,0,20.7,678.32,0,Male,Two year,Mailed check,No,No
0,0,0,0,1,2,0,0,2,1,0,0,1,97.85,102.61,0,Female,Two year,Electronic check,Fiber optic,No
1,0,1,0,42,0,2,1,0,0,0,0,0,20.0,853.04,1,Male,Month-to-month,Bank transfer (automatic),No,Yes
0,0,1,0,43,1,3,1,2,0,0,0,0,66.64,2793.61,1,Female,One year,Credit card (automatic),Fiber optic,Yes
1,1,1,0,42,1,2,1,0,0,0,0,0,30.55,1291.35,0,Male,One year,Bank transfer (automatic),No,No
1,0,0,0,3,0,3,1,1,1,1,1,0,61.08,188.84,1,Male,Month-to-month,Credit card (automatic),DSL,Yes
0,0,1,0,23,0,1,1,2,0,1,0,1,97.6,2348.56,0,Female,Month-to-month,Mailed check,Fiber optic,No
0,0,1,1,1,0,0,0,1,1,0,1,0,69.82,66.36,0,Female,Month-to-month,Electronic check,DSL,No
0,0,0,0,45,1,0,1,0,0,0,0,0,20.0,902.13,0,Female,One year,Electronic check,No,No
0,1,1,1,30,0,3,1,0,0,0,0,0,24.48,730.96,0,Female,Month-to-month,Credit card (automatic),No,No
1,0,0,0,18,0,1,1,2,0,0,1,1,97.59,1741.6,1,Male,Month-to-month,Mailed check,Fiber optic,Yes
0,1,0,1,31,0,0,0,2,1,1,0,1,94.7,2936.83,0,Female,Month-to-month,Electronic check,Fiber optic,No
1,0,1,0,2,0,3,0,0,0,0,0,0,20.0,39.61,0,Male,Month-to-month,Credit card (automatic),No,No
0,1,0,0,18,0,1,0,2,0,1,1,1,101.6,1800.27,1,Female,Month-to-month,Mailed check,Fiber optic,Yes
0,0,1,1,8,0,3,0,2,0,0,1,0,71.39,549.12,1,Female,Month-to-month,Credit card (automatic),Fiber optic,Yes
1,1,1,1,72,2,1,1,2,0,1,0,1,91.96,6621.02,0,Male,Two year,Mailed check,Fiber optic,No
0,0,0,0,46,1,0,0,1,0,1,0,0,58.19,2762.68,0,Female,One year,Electronic check,DSL,No
0,0,1,0,31,1,2,0,2,0,1,0,0,85.83,2555.56,0,Female,One year,Bank transfer (automatic),Fiber optic,No
0,0,0,0,65,1,3,1,1,0,1,0,0,55.39,3686.22,0,Female,One year,Credit card (automatic),DSL,No
0,1,0,1,10,1,0,1,2,0,0,1,0,78.25,764.33,0,Female,One year,Electronic check,Fiber optic,No
1,0,0,0,55,1,3,1,0,0,0,0,0,21.12,1147.81,0,Male,One year,Credit card (automatic),No,No
1,0,0,0,9,0,0,0,0,0,0,0,0,20.0,188.79,0,Male,Month-to-month,Electronic check,No,No
0,1,0,1,31,2,1,0,2,1,0,1,0,95.93,3025.93,0,Female,Two year,Mailed check,Fiber optic,No
0,0,0,1,32,0,1,1,2,0,0,1,0,81.77,2673.97,1,Female,Month-to-month,Mailed check,Fiber optic,Yes
0,0,0,0,1,0,3,0,1,1,0,1,0,71.45,72.18,1,Female,Month-to-month,Credit card (automatic),DSL,Yes
1,0,0,0,10,0,1,0,2,1,1,1,0,100.69,989.01,0,Male,Month-to-month,Mailed check,Fiber optic,No
1,0,1,1,1,0,1,0,1,1,1,1,0,83.45,84.91,0,Male,Month-to-month,Mailed check,DSL,No
1,1,0,0,72,1,3,1,0,0,0,0,0,20.89,1497.65,0,Male,One year,Credit card (automatic),No,No
1,0,1,1,3,0,0,0,0,0,0,0,0,20.0,61.99,1,Male,Month-to-month,Electronic check,No,Yes
0,0,1,0,18,2,0,1,0,0,0,0,0,20.0,362.56,0,Female,Two year,Electronic check,No,No
0,1,1,0,37,0,0,1,2,0,1,0,1,95.64,3634.66,1,Female,Month-to-month,Electronic check,Fiber optic,Yes
0,0,0,0,5,0,2,1,1,1,1,0,0,58.65,303.47,0,Female,Month-to-month,Bank transfer (automatic),DSL,No
1,0,1,0,15,0,1,0,0,0,0,0,0,20.0,309.63,1,Male,Month-to-month,Mailed check,No,Yes
0,0,1,1,22,1,3,0,2,1,1,0,0,95.35,2077.17,0,Female,One year,Credit card (automatic),Fiber optic,No
1,0,1,0,4,2,1,1,0,0,0,0,0,22.58,89.13,0,Male,Two year,Mailed check,No,No
1,0,0,0,36,0,0,0,2,0,1,0,0,74.25,2771.65,1,Male,Month-to-month,Electronic check,Fiber optic,Yes
0,1,0,0,8,0,3,1,2,1,1,1,0,103.56,798.91,1,Female,Month-to-month,Credit card (automatic),Fiber optic,Yes
0,0,1,0,5,2,0,1,0,0,0,0,0,20.0,97.79,0,Female,Two year,Electronic check,No,No
0,0,0,0,19,0,3,0,1,0,0,1,1,69.93,1278.31,0,Female,Month-to-month,Credit card (automatic),DSL,No
1,0,0,0,12,0,0,1,2,0,1,0,1,98.9,1132.46,0,Male,Month-to-month,Electronic check,Fiber optic,No
1,0,0,0,60,0,0,1,1,0,0,1,0,57.37,3482.08,0,Male,Month-to-month,Electronic check,DSL,No
0,1,1,1,50,0,1,1,1,0,1,1,0,61.34,3189.92,0,Female,Month-to-month,Mailed check,DSL,No
0,1,1,1,15,0,0,1,2,1,0,0,0,79.05,1141.81,0,Female,Month-to-month,Electronic check,Fiber optic,No
1,0,0,0,10,0,0,1,2,1,1,0,0,90.97,936.6,1,Male,Month-to-month,Electronic check,Fiber optic,Yes
0,0,1,0,9,2,1,1,0,0,0,0,0,25.46,226.38,0,Female,Two year,Mailed check,No,No
1,0,0,0,7,1,0,1,2,0,0,1,1,99.42,704.16,1,Male,One year,Electronic check,Fiber optic,Yes
1,0,0,0,18,2,0,1,1,0,1,1,0,61.55,1137.12,0,Male,Two year,Electronic check,DSL,No
0,0,1,1,39,0,0,0,1,1,0,1,1,77.38,3081.22,0,Female,Month-to-month,Electronic check,DSL,No
0,0,1,0,8,1,1,0,0,0,0,0,0,21.97,169.37,0,Female,One year,Mailed check,No,No
0,0,1,0,5,1,1,0,1,1,1,0,1,73.98,355.67,0,Female,One year,Mailed check,DSL,No
0,0,0,0,15,2,0,0,2,0,1,0,0,82.49,1289.84,0,Female,Two year,Electronic check,Fiber optic,No
1,0,1,0,1,0,2,0,0,0,0,0,0,20.0,19.16,1,Male,Month-to-month,Bank transfer (automatic),No,Yes
1,0,0,0,28,0,2,1,1,0,1,0,1,68.31,1858.82,0,Male,Month-to-month,Bank transfer (automatic),DSL,No
1,0,0,0,17,1,2,0,1,0,1,0,1,72.14,1218.82,1,Male,One year,Bank transfer (automatic),DSL,Yes
0,0,0,0,16,2,1,1,0,0,0,0,0,20.27,334.73,0,Female,Two year,Mailed check,No,No
1,0,1,1,8,2,0,1,2,1,1,1,1,114.88,928.47,0,Male,Two year,Electronic check,Fiber optic,No
0,1,1,1,56,1,1,1,2,0,0,0,0,74.22,4185.91,0,Female,One year,Mailed check,Fiber optic,No
0,0,0,1,2,0,3,1,2,1,0,1,1,101.78,207.47,1,Female,Month-to-month,Credit card (automatic),Fiber optic,Yes
0,0,0,1,48,0,1,0,2,1,1,1,0,105.11,5197.73,0,Female,Month-to-month,Mailed check,Fiber optic,No
0,0,1,0,11,2,0,1,1,1,1,1,0,76.85,822.74,0,Female,Two year,Electronic check,DSL,No
0,1,0,1,51,0,0,1,1,0,1,1,1,74.46,3614.76,0,Female,Month-to-month,Electronic check,DSL,No
0,1,1,0,31,0,3,1,2,0,1,0,0,84.51,2522.14,0,Female,Month-to-month,Credit card (automatic),Fiber optic,No
1,0,0,0,2,2,2,0,1,0,1,1,1,86.0,166.24,0,Male,Two year,Bank transfer (automatic),DSL,No
0,0,0,1,42,0,0,1,2,1,0,0,0,85.79,3437.44,0,Female,Month-to-month,Electronic check,Fiber optic,No
1,1,1,0,27,1,0,1,2,0,1,1,0,96.51,2670.27,1,Male,One year,Electronic check,Fiber optic,Yes
1,0,0,1,1,1,3,1,2,0,0,1,0,84.55,87.8,1,Male,One year,Credit card (automatic),Fiber optic,Yes
0,0,0,0,3,0,0,0,1,0,0,0,1,58.81,180.15,1,Female,Month-to-month,Electronic check,DSL,Yes
0,0,0,1,24,0,1,1,1,0,1,1,0,66.53,1547.0,0,Female,Month-to-month,Mailed check,DSL,No
0,0,1,0,26,0,2,1,2,1,1,1,0,98.69,2593.25,1,Female,Month-to-month,Bank transfer (automatic),Fiber optic,Yes
1,0,1,0,32,1,1,1,2,0,0,1,1,83.67,2682.96,0,Male,One year,Mailed check,Fiber optic,No
0,0,0,0,30,0,0,1,2,1,1,0,0,82.16,2543.66,1,Female,Month-to-month,Electronic check,Fiber optic,Yes
1,0,0,1,25,0,0,0,1,0,0,1,0,57.07,1489.85,1,Male,Month-to-month,Electronic check,DSL,Yes
0,1,1,0,34,2,3,0,2,0,0,0,1,75.62,2633.54,0,Female,Two year,Credit card (automatic),Fiber optic,No
0,0,0,0,20,0,1,0,2,1,1,0,0,92.07,1843.71,0,Female,Month-to-month,Mailed check,Fiber optic,No
1,0,1,0,7,0,3,0,1,1,1,1,1,97.74,684.94,1,Male,Month-to-month,Credit card (automatic),DSL,Yes
1,0,0,0,58,0,2,0,2,1,1,1,0,85.87,5133.75,0,Male,Month-to-month,Bank transfer (automatic),Fiber optic,No
0,0,0,0,1,0,3,0,1,1,1,0,0,60.14,57.87,1,Female,Month-to-month,Credit card (automatic),DSL,Yes
1,0,1,0,10,2,3,0,2,0,0,0,0,80.93,781.24,1,Male,Two year,Credit card (automatic),Fiber optic,Yes
1,1,0,1,31,0,1,1,1,1,1,1,0,81.17,2476.89,1,Male,Month-to-month,Mailed check,DSL,Yes
1,0,1,0,13,0,0,1,2,0,0,0,1,81.44,1084.89,1,Male,Month-to-month,Electronic check,Fiber optic,Yes
1,0,0,0,1,2,2,0,0,0,0,0,0,20.0,19.13,0,Male,Two year,Bank transfer (automatic),No,No
1,0,0,0,1,1,2,0,1,1,1,0,0,67.93,66.87,0,Male,One year,Bank transfer (automatic),DSL,No
0,0,1,0,25,0,1,1,2,0,1,1,0,96.9,2378.54,1,Female,Month-to-month,Mailed check,Fiber optic,Yes
0,1,0,0,72,2,3,1,1,1,1,1,0,70.65,5079.55,0,Female,Two year,Credit card (automatic),DSL,No
1,0,1,1,19,1,0,0,2,1,0,1,1,111.46,2110.06,0,Male,One year,Electronic check,Fiber optic,No
0,1,0,0,16,0,0,1,1,0,0,0,1,58.99,964.08,0,Female,Month-to-month,Electronic check,DSL,No
0,0,1,0,9,1,2,0,2,0,0,1,0,86.69,790.01,1,Female,One year,Bank transfer (automatic),Fiber optic,Yes
1,0,1,0,7,2,0,1,1,1,1,1,0,82.12,597.99,0,Male,Two year,Electronic check,DSL,No
0,0,0,0,1,0,1,1,2,1,1,0,1,103.56,100.25,1,Female,Month-to-month,Mailed check,Fiber optic,Yes
1,0,1,0,7,1,3,0,0,0,0,0,0,22.23,154.55,1,Male,One year,Credit card (automatic),No,Yes
1,0,1,0,14,2,2,1,1,0,1,1,0,69.59,964.53,0,Male,Two year,Bank transfer (automatic),DSL,No
0,0,0,1,5,1,3,0,2,0,1,0,0,78.21,375.9,0,Female,One year,Credit card (automatic),Fiber optic,No
1,0,1,0,2,0,2,1,0,0,0,0,0,23.24,44.92,0,Male,Month-to-month,Bank transfer (automatic),No,No
1,0,1,0,30,0,2,1,2,1,1,0,1,100.7,2971.65,0,Male,Month-to-month,Bank transfer (automatic),Fiber optic,No
1,0,0,0,54,1,2,1,0,0,0,0,0,20.0,1105.36,0,Male,One year,Bank transfer (automatic),No,No
1,0,0,0,66,0,0,0,2,1,1,1,0,109.82,6994.55,0,Male,Month-to-month,Electronic check,Fiber optic,No
1,1,0,1,23,2,1,1,1,0,0,0,1,56.82,1276.19,0,Male,Two year,Mailed check,DSL,No
0,0,0,0,1,0,0,1,2,1,1,1,1,116.07,118.12,0,Female,Month-to-month,Electronic check,Fiber optic,No
0,0,1,1,32,0,3,1,0,0,0,0,0,20.0,646.19,0,Female,Month-to-month,Credit card (automatic),No,No
1,0,0,0,2,1,0,0,1,0,1,1,0,65.17,125.18,1,Male,One year,Electronic check,DSL,Yes
1,0,1,0,26,0,0,0,0,0,0,0,0,29.64,804.83,1,Male,Month-to-month,Electronic check,No,Yes
0,0,0,0,36,0,2,1,1,1,1,1,1,81.68,2836.98,1,Female,Month-to-month,Bank transfer (automatic),DSL,Yes
1,0,0,0,31,0,1,1,2,1,0,1,0,92.26,2734.62,1,Male,Month-to-month,Mailed check,Fiber optic,Yes
0,0,1,0,72,1,0,1,2,0,0,0,0,63.99,4517.09,0,Female,One year,Electronic check,Fiber optic,No
1,1,1,0,32,2,0,1,2,0,0,1,0,88.27,2690.88,1,Male,Two year,Electronic check,Fiber optic,Yes
1,0,1,0,28,1,3,0,1,1,1,0,1,76.69,2046.55,0,Male,One year,Credit card (automatic),DSL,No
1,0,0,0,7,0,1,1,1,1,0,1,1,76.66,540.84,1,Male,Month-to-month,Mailed check,DSL,Yes
1,0,0,0,62,0,0,0,1,1,1,1,0,67.82,4370.07,0,Male,Month-to-month,Electronic check,DSL,No
1,0,0,0,4,2,1,1,2,0,1,0,0,87.88,348.09,0,Male,Two year,Mailed check,Fiber optic,No
1,0,1,1,56,2,0,1,0,0,0,0,0,20.0,1097.84,0,Male,Two year,Electronic check,No,No
1,0,0,0,8,0,0,1,2,0,1,0,0,82.43,686.78,1,Male,Month-to-month,Electronic check,Fiber optic,Yes
0,0,1,1,3,1,3,0,0,0,0,0,0,24.66,70.74,0,Female,One year,Credit card (automatic),No,No
0,0,1,0,42,0,1,1,1,0,0,1,0,67.87,2842.93,1,Female,Month-to-month,Mailed check,DSL,Yes
0,0,0,0,1,0,0,0,2,0,1,0,0,77.24,75.33,0,Female,Month-to-month,Electronic check,Fiber optic,No
1,0,1,0,42,2,3,0,1,0,1,0,1,62.72,2603.08,0,Male,Two year,Credit card (automatic),DSL,No
1,0,1,0,7,0,2,0,1,0,0,1,0,54.86,380.59,1,Male,Month-to-month,Bank transfer (automatic),DSL,Yes
1,0,1,0,51,0,0,0,2,0,0,0,0,67.06,3435.5,1,Male,Month-to-month,Electronic check,Fiber optic,Yes
1,1,0,0,28,0,1,1,1,1,1,1,1,79.58,2217.82,0,Male,Month-to-month,Mailed check,DSL,No
1,1,0,0,26,0,3,1,1,1,0,1,0,75.18,2050.08,0,Male,Month-to-month,Credit card (automatic),DSL,No
1,0,0,0,10,1,1,1,2,0,0,1,1,91.91,875.49,0,Male,One year,Mailed check,Fiber optic,No
1,0,0,1,1,0,2,0,1,0,1,1,0,66.2,67.91,1,Male,Month-to-month,Bank transfer (automatic),DSL,Yes
0,0,1,0,42,1,1,0,0,0,0,0,0,23.14,928.24,0,Female,One year,Mailed check,No,No
1,1,1,0,4,0,1,0,2,0,1,1,1,110.93,440.66,1,Male,Month-to-month,Mailed check,Fiber optic,Yes
0,0,0,0,11,1,2,0,2,0,0,0,0,64.2,685.14,1,Female,One year,Bank transfer (automatic),Fiber optic,Yes
0,0,1,1,22,0,1,1,0,0,0,0,0,21.79,500.73,0,Female,Month-to-month,Mailed check,No,No
1,0,1,0,15,1,0,0,2,1,1,0,0,83.92,1286.81,0,Male,One year,Electronic check,Fiber optic,No
1,1,0,0,5,1,3,1,1,1,0,0,1,68.67,342.07,1,Male,One year,Credit card (automatic),DSL,Yes
0,0,0,1,3,2,0,0,1,1,1,1,0,78.46,246.02,1,Female,Two year,Electronic check,DSL,Yes
0,1,1,1,3,2,1,0,2,1,1,1,0,99.63,305.5,0,Female,Two year,Mailed check,Fiber optic,No
1,0,1,0,47,0,2,0,2,0,1,1,0,93.17,4576.89,0,Male,Month-to-month,Bank transfer (automatic),Fiber optic,No
1,0,1,0,1,0,2,1,2,1,0,0,1,93.26,95.17,1,Male,Month-to-month,Bank transfer (automatic),Fiber optic,Yes
0,0,0,1,72,1,1,0,2,0,0,0,1,81.59,5626.41,0,Female,One year,Mailed check,Fiber optic,No
1,0,0,1,5,1,2,1,1,0,0,0,0,43.98,222.46,1,Male,One year,Bank transfer (automatic),DSL,Yes
1,0,0,0,2,0,0,1,0,0,0,0,0,20.0,41.92,1,Male,Month-to-month,Electronic check,No,Yes
1,0,1,0,20,0,2,0,2,1,1,1,1,108.55,2108.95,1,Male,Month-to-month,Bank transfer (automatic),Fiber optic,Yes
0,1,1,0,2,1,3,1,2,1,0,1,1,100.93,207.77,0,Female,One year,Credit card (automatic),Fiber optic,No
0,0,0,0,22,2,3,0,0,0,0,0,0,20.0,426.12,0,Female,Two year,Credit card (automatic),No,No
0,0,1,0,45,2,2,0,0,0,0,0,0,20.0,895.7,0,Female,Two year,Bank transfer (automatic),No,No
1,0,1,0,1,0,0,1,2,1,1,1,1,113.62,108.9,1,Male,Month-to-month,Electronic check,Fiber optic,Yes
1,1,1,1,38,0,0,1,2,0,1,1,1,104.44,3905.45,0,Male,Month-to-month,Electronic check,Fiber optic,No
0,0,1,1,12,0,0,1,0,0,0,0,0,22.81,281.28,1,Female,Month-to-month,Electronic check,No,Yes
0,1,0,0,4,0,1,0,2,0,1,1,1,104.78,400.06,1,Female,Month-to-month,Mailed check,Fiber optic,Yes
0,1,1,0,4,1,0,0,1,0,0,0,0,45.6,179.12,1,Female,One year,Electronic check,DSL,Yes
1,0,0,0,60,1,3,0,1,1,0,1,1,81.68,4964.39,0,Male,One year,Credit card (automatic),DSL,No
0,0,0,0,2,0,3,1,1,0,0,0,1,52.42,109.54,1,Female,Month-to-month,Credit card (automatic),DSL,Yes
0,0,1,0,48,0,0,1,1,1,1,1,0,72.83,3406.82,1,Female,Month-to-month,Electronic check,DSL,Yes
1,0,1,0,18,0,2,1,2,1,1,0,1,100.13,1743.43,0,Male,Month-to-month,Bank transfer (automatic),Fiber optic,No
1,1,0,0,1,2,2,1,1,0,0,0,0,41.51,40.28,0,Male,Two year,Bank transfer (automatic),DSL,No
1,0,1,0,14,0,0,0,1,0,0,1,0,48.23,657.45,1,Male,Month-to-month,Electronic check,DSL,Yes
0,0,1,1,40,0,1,0,2,0,0,0,1,84.88,3442.16,0,Female,Month-to-month,Mailed check,Fiber optic,No
1,0,1,0,31,1,1,0,0,0,0,0,0,20.0,650.92,1,Male,One year,Mailed check,No,Yes
1,0,0,0,16,1,0,1,2,0,0,0,1,91.06,1460.4,0,Male,One year,Electronic check,Fiber optic,No
0,1,1,1,47,2,2,1,2,0,1,1,1,104.83,4814.39,0,Female,Two year,Bank transfer (automatic),Fiber optic,No
1,0,0,0,3,0,3,0,1,1,0,1,0,59.49,182.88,0,Male,Month-to-month,Credit card (automatic),DSL,No
0,0,0,0,57,0,1,0,0,0,0,0,0,23.33,1284.36,0,Female,Month-to-month,Mailed check,No,No
0,0,0,0,44,0,2,1,2,1,0,0,1,92.17,3864.88,0,Female,Month-to-month,Bank transfer (automatic),Fiber optic,No
1,0,0,1,29,2,0,1,2,1,1,1,0,103.45,3031.63,0,Male,Two year,Electronic check,Fiber optic,No
1,0,1,0,40,1,3,1,0,0,0,0,0,20.0,776.82,0,Male,One year,Credit card (automatic),No,No
1,0,1,0,18,2,3,0,2,0,0,1,1,89.34,1591.92,0,Male,Two year,Credit card (automatic),Fiber optic,No
1,0,1,0,26,0,0,1,1,0,1,0,1,59.69,1510.21,0,Male,Month-to-month,Electronic check,DSL,No
1,0,0,0,19,1,3,1,1,1,1,1,0,70.59,1397.28,0,Male,One year,Credit card (automatic),DSL,No
1,0,1,0,10,0,0,0,2,1,1,1,0,95.16,936.18,1,Male,Month-to-month,Electronic check,Fiber optic,Yes
0,0,1,0,20,0,0,1,2,0,0,0,1,80.21,1596.03,0,Female,Month-to-month,Electronic check,Fiber optic,No
0,0,1,1,7,0,2,0,1,0,0,1,0,56.74,386.65,0,Female,Month-to-month,Bank transfer (automatic),DSL,No
1,0,1,1,13,1,1,0,0,0,0,0,0,20.0,249.21,0,Male,One year,Mailed check,No,No
0,0,1,0,7,0,1,1,2,0,1,1,0,96.51,676.42,0,Female,Month-to-month,Mailed check,Fiber optic,No
1,0,1,0,3,2,2,1,2,0,1,0,1,92.71,288.39,1,Male,Two year,Bank transfer (automatic),Fiber optic,Yes
0,0,1,0,9,1,0,1,2,0,1,0,0,92.14,816.96,1,Female,One year,Electronic check,Fiber optic,Yes
0,0,0,1,45,0,0,0,1,1,1,0,1,74.97,3468.44,0,Female,Month-to-month,Electronic check,DSL,No
0,1,1,0,11,1,1,1,2,1,1,1,0,113.16,1186.58,1,Female,One year,Mailed check,Fiber optic,Yes
1,0,0,0,33,0,0,0,0,0,0,0,0,23.73,762.38,0,Male,Month-to-month,Electronic check,No,No
0,0,0,1,4,0,0,0,2,0,1,0,1,82.2,316.68,1,Female,Month-to-month,Electronic check,Fiber optic,Yes
1,0,1,1,13,1,0,0,1,0,1,1,1,73.05,940.43,0,Male,One year,Electronic check,DSL,No
0,0,0,0,2,2,3,1,2,0,0,0,0,71.59,148.83,1,Female,Two year,Credit card (automatic),Fiber optic,Yes
0,0,1,1,3,0,3,0,2,1,0,0,0,71.26,211.08,1,Female,Month-to-month,Credit card (automatic),Fiber optic,Yes
0,0,0,1,23,2,0,1,2,0,0,1,0,77.52,1801.38,0,Female,Two year,Electronic check,Fiber optic,No
0,0,0,0,22,1,0,0,2,1,1,1,0,94.04,2151.25,0,Female,One year,Electronic check,Fiber optic,No
0,0,0,0,5,0,2,1,2,0,1,1,1,114.69,565.41,1,Female,Month-to-month,Bank transfer (automatic),Fiber optic,Yes
1,0,0,1,15,0,3,1,2,0,1,1,0,97.49,1442.72,1,Male,Month-to-month,Credit card (automatic),Fiber optic,Yes
1,0,1,0,47,1,0,1,2,0,1,0,1,90.31,4069.69,0,Male,One year,Electronic check,Fiber optic,No
0,0,0,0,4,0,3,1,2,1,0,1,1,111.56,439.5,1,Female,Month-to-month,Credit card (automatic),Fiber optic,Yes
0,0,0,0,1,2,1,0,2,0,1,0,0,86.29,88.41,0,Female,Two year,Mailed check,Fiber optic,No
0,0,0,1,25,1,3,1,0,0,0,0,0,26.55,686.62,0,Female,One year,Credit card (automatic),No,No
0,1,0,1,1,0,0,1,1,0,1,0,0,52.2,53.36,1,Female,Month-to-month,Electronic check,DSL,Yes
1,0,1,0,72,2,3,0,1,1,0,1,0,65.46,4480.73,0,Male,Two year,Credit card (automatic),DSL,No
0,0,0,1,22,0,1,1,1,0,0,1,1,63.52,1343.91,0,Female,Month-to-month,Mailed check,DSL,No
1,1,1,1,15,2,3,0,2,1,0,1,1,103.43,1587.29,0,Male,Two year,Credit card (automatic),Fiber optic,No
0,0,1,1,13,0,1,0,0,0,0,0,0,20.0,271.5,0,Female,Month-to-month,Mailed check,No,No
1,0,1,0,20,1,1,1,0,0,0,0,0,20.0,407.81,0,Male,One year,Mailed check,No,No
0,0,1,0,2,0,3,1,1,0,0,1,1,74.66,145.23,1,Female,Month-to-month,Credit card (automatic),DSL,Yes
0,1,0,0,63,1,2,0,1,0,0,0,1,60.36,3653.45,1,Female,One year,Bank transfer (automatic),DSL,Yes
1,1,0,0,23,0,2,1,1,1,1,1,0,72.59,1732.52,0,Male,Month-to-month,Bank transfer (automatic),DSL,No
0,0,1,0,4,0,1,1,2,1,0,1,1,108.73,417.48,0,Female,Month-to-month,Mailed check,Fiber optic,No
0,0,1,1,19,0,2,1,2,1,1,0,1,103.54,1898.61,0,Female,Month-to-month,Bank transfer (automatic),Fiber optic,No
0,0,1,0,3,2,3,1,1,0,1,0,0,53.42,161.81,0,Female,Two year,Credit card (automatic),DSL,No
1,0,1,1,1,0,0,0,0,0,0,0,0,27.95,27.08,0,Male,Month-to-month,Electronic check,No,No
0,0,0,0,23,1,2,1,2,1,0,0,1,93.53,2092.59,0,Female,One year,Bank transfer (automatic),Fiber optic,No
0,0,0,0,25,2,3,0,2,0,1,1,0,100.89,2432.02,0,Female,Two year,Credit card (automatic),Fiber optic,No
1,0,1,0,21,2,2,1,1,1,1,1,1,91.83,2014.12,0,Male,Two year,Bank transfer (automatic),DSL,No
1,0,1,0,4,0,3,0,1,1,0,1,0,70.26,270.5,1,Male,Month-to-month,Credit card (automatic),DSL,Yes
1,0,0,0,22,2,3,1,0,0,0,0,0,20.0,458.98,0,Male,Two year,Credit card (automatic),No,No
0,0,1,1,1,0,2,0,1,0,1,0,0,52.21,51.3,0,Female,Month-to-month,Bank transfer (automatic),DSL,No
0,0,0,0,22,1,2,1,1,1,0,1,0,74.29,1686.94,0,Female,One year,Bank transfer (automatic),DSL,No
0,1,0,0,19,1,3,0,2,0,0,0,1,87.81,1743.47,1,Female,One year,Credit card (automatic),Fiber optic,Yes
1,0,1,0,25,0,3,1,2,0,1,0,1,90.21,2259.59,0,Male,Month-to-month,Credit card (automatic),Fiber optic,No
0,0,1,0,54,0,3,0,1,0,1,0,1,60.24,3340.85,0,Female,Month-to-month,Credit card (automatic),DSL,No
0,0,0,0,45,0,0,1,2,0,0,0,0,78.3,3441.05,1,Female,Month-to-month,Electronic check,Fiber optic,Yes
1,0,0,0,72,0,0,0,2,1,0,0,0,85.33,6071.86,0,Male,Month-to-month,Electronic check,Fiber optic,No
1,1,0,0,72,2,2,1,2,1,1,0,1,96.28,6968.89,0,Male,Two year,Bank transfer (automatic),Fiber optic,No
1,0,1,1,35,0,2,1,2,1,0,1,1,98.28,3560.35,1,Male,Month-to-month,Bank transfer (automatic),Fiber optic,Yes
1,0,0,0,72,2,0,1,2,1,0,1,1,113.17,8246.62,0,Male,Two year,Electronic check,Fiber optic,No
1,0,1,1,48,0,0,1,1,0,1,1,0,64.46,2946.21,1,Male,Month-to-month,Electronic check,DSL,Yes
0,0,1,0,31,2,0,0,0,0,0,0,0,20.0,607.9,0,Female,Two year,Electronic check,No,No
1,0,1,1,1,1,2,0,2,0,0,1,1,90.6,93.91,0,Male,One year,Bank transfer (automatic),Fiber optic,No
0,0,0,0,1,2,3,1,1,1,1,1,0,78.78,76.73,0,Female,Two year,Credit card (automatic),DSL,No
0,0,1,0,43,0,3,1,2,1,0,1,0,85.0,3606.73,1,Female,Month-to-month,Credit card (automatic),Fiber optic,Yes
1,0,0,0,16,1,1,1,2,0,0,1,0,83.19,1316.35,1,Male,One year,Mailed check,Fiber optic,Yes
1,0,0,1,40,0,1,0,1,1,0,1,1,71.97,2779.32,1,Male,Month-to-month,Mailed check,DSL,Yes
1,1,0,0,9,0,1,1,1,0,0,0,1,50.0,443.24,0,Male,Month-to-month,Mailed check,DSL,No
0,0,0,0,12,1,1,1,1,1,1,0,0,58.17,720.2,0,Female,One year,Mailed check,DSL,No
1,1,1,0,28,1,2,0,1,1,1,0,1,70.36,2038.85,0,Male,One year,Bank transfer (automatic),DSL,No
1,0,0,0,59,0,1,0,0,0,0,0,0,23.61,1404.26,0,Male,Month-to-month,Mailed check,No,No
1,0,0,0,2,0,0,1,1,0,0,1,0,60.61,123.39,0,Male,Month-to-month,Electronic check,DSL,No
